,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,features,cluster
0,42,0.729,0.998,8.0,-8.161,1.0,0.0614,0.00283,0.298,0.09,0.653,146.006,4.0,"[42.0,0.729,0.998,8.0,-8.161,1.0,0.0614,0.00283,0.298,0.09,0.653,146.006,4.0]",2
1,52,0.83,0.688,5.0,-9.539,0.0,0.0706,0.0621,0.708,0.12,0.73,123.979,4.0,"[52.0,0.83,0.688,5.0,-9.539,0.0,0.0706,0.0621,0.708,0.12,0.73,123.979,4.0]",2
2,3,0.923,0.564,11.0,-9.748,0.0,0.123,0.00506,0.164,0.0423,0.734,124.979,4.0,"[3.0,0.923,0.564,11.0,-9.748,0.0,0.123,0.00506,0.164,0.0423,0.734,124.979,4.0]",0
3,42,0.374,0.571,3.0,-10.513,0.0,0.0748,0.71,0.538,0.139,0.0379,127.014,4.0,"[42.0,0.374,0.571,3.0,-10.513,0.0,0.0748,0.71,0.538,0.139,0.0379,127.014,4.0]",2
4,39,0.649,0.861,11.0,-6.255,0.0,0.0472,0.00501,0.873,0.287,0.612,132.998,4.0,"[39.0,0.649,0.861,11.0,-6.255,0.0,0.0472,0.00501,0.873,0.287,0.612,132.998,4.0]",2
5,42,0.645,0.96,10.0,-5.807,0.0,0.0385,0.000336,0.898,0.0765,0.965,148.006,4.0,"[42.0,0.645,0.96,10.0,-5.807,0.0,0.0385,0.000336,0.898,0.0765,0.965,148.006,4.0]",2
6,34,0.606,0.996,7.0,-7.465,1.0,0.0478,0.0166,0.753,0.22,0.364,149.976,4.0,"[34.0,0.606,0.996,7.0,-7.465,1.0,0.0478,0.0166,0.753,0.22,0.364,149.976,4.0]",0
7,51,0.668,0.897,3.0,-8.289,0.0,0.0492,0.202,0.901,0.0986,0.516,127.972,4.0,"[51.0,0.668,0.897,3.0,-8.289,0.0,0.0492,0.202,0.901,0.0986,0.516,127.972,4.0]",2
8,43,0.796,0.657,2.0,-9.726,1.0,0.0649,0.0279,0.897,0.0926,0.221,132.992,4.0,"[43.0,0.796,0.657,2.0,-9.726,1.0,0.0649,0.0279,0.897,0.0926,0.221,132.992,4.0]",2
9,48,0.712,0.935,11.0,-4.213,1.0,0.0712,5.62e-05,0.868,0.0511,0.903,155.007,4.0,"[48.0,0.712,0.935,11.0,-4.213,1.0,0.0712,5.62e-05,0.868,0.0511,0.903,155.007,4.0]",2
10,51,0.635,0.933,7.0,-7.264,1.0,0.0459,0.000333,0.964,0.166,0.876,150.021,4.0,"[51.0,0.635,0.933,7.0,-7.264,1.0,0.0459,0.000333,0.964,0.166,0.876,150.021,4.0]",2
11,53,0.785,0.579,7.0,-10.069,1.0,0.0356,0.18,0.543,0.168,0.262,127.003,4.0,"[53.0,0.785,0.579,7.0,-10.069,1.0,0.0356,0.18,0.543,0.168,0.262,127.003,4.0]",2
12,56,0.39,0.296,4.0,-11.859,1.0,0.0314,0.802,1.14e-05,0.206,0.396,151.824,4.0,"[56.0,0.39,0.296,4.0,-11.859,1.0,0.0314,0.802,1.14e-05,0.206,0.396,151.824,4.0]",2
13,49,0.582,0.753,6.0,-3.984,0.0,0.0322,0.00779,0.000153,0.103,0.145,87.497,4.0,"[49.0,0.582,0.753,6.0,-3.984,0.0,0.0322,0.00779,0.000153,0.103,0.145,87.497,4.0]",2
14,53,0.395,0.875,2.0,-4.613,0.0,0.0448,0.0725,0.116,0.225,0.0656,86.956,4.0,"[53.0,0.395,0.875,2.0,-4.613,0.0,0.0448,0.0725,0.116,0.225,0.0656,86.956,4.0]",2
15,52,0.767,0.505,11.0,-13.278,0.0,0.372,0.505,0.0,0.125,0.831,121.884,4.0,"[52.0,0.767,0.505,11.0,-13.278,0.0,0.372,0.505,0.0,0.125,0.831,121.884,4.0]",2
16,46,0.465,0.919,6.0,-6.419,0.0,0.0423,0.00155,0.841,0.378,0.231,137.937,4.0,"[46.0,0.465,0.919,6.0,-6.419,0.0,0.0423,0.00155,0.841,0.378,0.231,137.937,4.0]",2
17,55,0.815,0.596,4.0,-11.735,0.0,0.0486,0.0989,0.891,0.106,0.57,125.009,4.0,"[55.0,0.815,0.596,4.0,-11.735,0.0,0.0486,0.0989,0.891,0.106,0.57,125.009,4.0]",2
18,41,0.682,0.406,1.0,-9.84,1.0,0.0646,0.00248,0.765,0.133,0.622,129.975,4.0,"[41.0,0.682,0.406,1.0,-9.84,1.0,0.0646,0.00248,0.765,0.133,0.622,129.975,4.0]",2
19,28,0.657,0.547,11.0,-12.403,1.0,0.0592,0.00847,0.97,0.102,0.909,129.012,4.0,"[28.0,0.657,0.547,11.0,-12.403,1.0,0.0592,0.00847,0.97,0.102,0.909,129.012,4.0]",0
20,37,0.789,0.476,10.0,-12.203,0.0,0.046,0.0358,0.831,0.0826,0.571,131.989,4.0,"[37.0,0.789,0.476,10.0,-12.203,0.0,0.046,0.0358,0.831,0.0826,0.571,131.989,4.0]",2
21,48,0.628,0.888,1.0,-8.746,1.0,0.0741,0.206,0.917,0.183,0.791,151.007,4.0,"[48.0,0.628,0.888,1.0,-8.746,1.0,0.0741,0.206,0.917,0.183,0.791,151.007,4.0]",2
22,61,0.616,0.991,3.0,-12.024,0.0,0.398,0.252,0.02,0.122,0.0781,159.99,4.0,"[61.0,0.616,0.991,3.0,-12.024,0.0,0.398,0.252,0.02,0.122,0.0781,159.99,4.0]",2
23,40,0.744,0.923,0.0,-6.419,1.0,0.0459,0.00302,0.92,0.0908,0.946,150.003,4.0,"[40.0,0.744,0.923,0.0,-6.419,1.0,0.0459,0.00302,0.92,0.0908,0.946,150.003,4.0]",2
24,51,0.66,0.911,11.0,-6.226,1.0,0.0472,0.0734,0.919,0.36,0.89,75.013,4.0,"[51.0,0.66,0.911,11.0,-6.226,1.0,0.0472,0.0734,0.919,0.36,0.89,75.013,4.0]",2
25,69,0.362,0.928,2.0,-4.015,1.0,0.0503,0.164,1.61e-05,0.315,0.678,175.868,4.0,"[69.0,0.362,0.928,2.0,-4.015,1.0,0.0503,0.164,1.61e-05,0.315,0.678,175.868,4.0]",2
26,61,0.456,0.943,9.0,-3.819,1.0,0.0553,0.00753,0.143,0.078,0.666,148.017,4.0,"[61.0,0.456,0.943,9.0,-3.819,1.0,0.0553,0.00753,0.143,0.078,0.666,148.017,4.0]",2
27,62,0.582,0.821,9.0,-4.304,1.0,0.0497,0.0354,0.121,0.083,0.0373,86.013,4.0,"[62.0,0.582,0.821,9.0,-4.304,1.0,0.0497,0.0354,0.121,0.083,0.0373,86.013,4.0]",2
28,41,0.614,0.703,1.0,-10.697,0.0,0.0463,0.0663,0.829,0.291,0.0364,127.005,4.0,"[41.0,0.614,0.703,1.0,-10.697,0.0,0.0463,0.0663,0.829,0.291,0.0364,127.005,4.0]",2
29,80,0.473,0.898,6.0,-4.797,0.0,0.0561,0.00783,0.0618,0.173,0.808,96.556,4.0,"[80.0,0.473,0.898,6.0,-4.797,0.0,0.0561,0.00783,0.0618,0.173,0.808,96.556,4.0]",2
30,23,0.824,0.802,11.0,-7.657,1.0,0.15,0.0245,0.871,0.0687,0.547,122.887,4.0,"[23.0,0.824,0.802,11.0,-7.657,1.0,0.15,0.0245,0.871,0.0687,0.547,122.887,4.0]",0
31,48,0.595,0.96,10.0,-7.336,1.0,0.0675,0.00133,0.926,0.13,0.0999,144.023,3.0,"[48.0,0.595,0.96,10.0,-7.336,1.0,0.0675,0.00133,0.926,0.13,0.0999,144.023,3.0]",2
32,54,0.608,0.924,0.0,-5.919,1.0,0.035,0.261,0.012,0.338,0.948,117.231,4.0,"[54.0,0.608,0.924,0.0,-5.919,1.0,0.035,0.261,0.012,0.338,0.948,117.231,4.0]",2
33,15,0.798,0.892,7.0,-4.35,1.0,0.0547,0.000121,0.849,0.0893,0.948,124.999,4.0,"[15.0,0.798,0.892,7.0,-4.35,1.0,0.0547,0.000121,0.849,0.0893,0.948,124.999,4.0]",0
34,49,0.84,0.722,2.0,-9.448,0.0,0.064,0.337,0.00456,0.0799,0.903,115.611,4.0,"[49.0,0.84,0.722,2.0,-9.448,0.0,0.064,0.337,0.00456,0.0799,0.903,115.611,4.0]",2
35,44,0.919,0.802,8.0,-7.683,1.0,0.044,0.017,0.0534,0.0341,0.96,118.359,4.0,"[44.0,0.919,0.802,8.0,-7.683,1.0,0.044,0.017,0.0534,0.0341,0.96,118.359,4.0]",2
36,39,0.819,0.615,9.0,-9.957,0.0,0.0717,0.0317,0.25,0.0777,0.877,118.198,4.0,"[39.0,0.819,0.615,9.0,-9.957,0.0,0.0717,0.0317,0.25,0.0777,0.877,118.198,4.0]",2
37,44,0.806,0.644,6.0,-8.527,0.0,0.0853,0.201,0.0205,0.0443,0.881,117.004,4.0,"[44.0,0.806,0.644,6.0,-8.527,0.0,0.0853,0.201,0.0205,0.0443,0.881,117.004,4.0]",2
38,5,0.811,0.85,2.0,-8.421,1.0,0.05,0.007,0.881,0.0614,0.487,122.023,4.0,"[5.0,0.811,0.85,2.0,-8.421,1.0,0.05,0.007,0.881,0.0614,0.487,122.023,4.0]",0
39,45,0.772,0.891,10.0,-6.872,0.0,0.0454,0.000576,0.846,0.118,0.773,124.992,4.0,"[45.0,0.772,0.891,10.0,-6.872,0.0,0.0454,0.000576,0.846,0.118,0.773,124.992,4.0]",2
40,44,0.442,0.961,10.0,-6.652,0.0,0.0399,4.23e-06,0.828,0.146,0.551,136.977,4.0,"[44.0,0.442,0.961,10.0,-6.652,0.0,0.0399,4.23e-06,0.828,0.146,0.551,136.977,4.0]",2
41,37,0.752,0.465,6.0,-11.68,1.0,0.052,0.00561,0.786,0.163,0.179,120.008,4.0,"[37.0,0.752,0.465,6.0,-11.68,1.0,0.052,0.00561,0.786,0.163,0.179,120.008,4.0]",2
42,5,0.696,0.832,4.0,-10.125,0.0,0.0431,0.0305,0.87,0.114,0.0538,125.004,4.0,"[5.0,0.696,0.832,4.0,-10.125,0.0,0.0431,0.0305,0.87,0.114,0.0538,125.004,4.0]",0
43,0,0.601,0.92,9.0,-5.693,0.0,0.0534,6.99e-05,0.849,0.0725,0.675,126.002,3.0,"[0.0,0.601,0.92,9.0,-5.693,0.0,0.0534,6.99e-05,0.849,0.0725,0.675,126.002,3.0]",0
44,27,0.647,0.907,0.0,-7.482,0.0,0.0608,0.804,0.842,0.105,0.408,160.017,4.0,"[27.0,0.647,0.907,0.0,-7.482,0.0,0.0608,0.804,0.842,0.105,0.408,160.017,4.0]",0
45,58,0.801,0.511,1.0,-13.811,1.0,0.235,0.581,0.585,0.242,0.0839,149.973,4.0,"[58.0,0.801,0.511,1.0,-13.811,1.0,0.235,0.581,0.585,0.242,0.0839,149.973,4.0]",2
46,30,0.861,0.963,2.0,-5.051,1.0,0.134,0.00406,0.792,0.109,0.455,139.313,4.0,"[30.0,0.861,0.963,2.0,-5.051,1.0,0.134,0.00406,0.792,0.109,0.455,139.313,4.0]",0
47,29,0.768,0.937,8.0,-5.997,1.0,0.0579,0.000308,0.847,0.0541,0.566,129.99,4.0,"[29.0,0.768,0.937,8.0,-5.997,1.0,0.0579,0.000308,0.847,0.0541,0.566,129.99,4.0]",0
48,35,0.767,0.936,5.0,-5.566,0.0,0.106,0.000443,0.883,0.0953,0.563,133.023,4.0,"[35.0,0.767,0.936,5.0,-5.566,0.0,0.106,0.000443,0.883,0.0953,0.563,133.023,4.0]",2
49,76,0.713,0.93,7.0,-6.567,1.0,0.0783,0.053,0.858,0.0669,0.594,160.046,4.0,"[76.0,0.713,0.93,7.0,-6.567,1.0,0.0783,0.053,0.858,0.0669,0.594,160.046,4.0]",2
50,41,0.598,0.963,0.0,-8.239,1.0,0.0405,0.000195,0.819,0.129,0.729,137.014,4.0,"[41.0,0.598,0.963,0.0,-8.239,1.0,0.0405,0.000195,0.819,0.129,0.729,137.014,4.0]",2
51,51,0.869,0.522,0.0,-11.908,1.0,0.261,0.00598,0.00101,0.111,0.642,129.021,4.0,"[51.0,0.869,0.522,0.0,-11.908,1.0,0.261,0.00598,0.00101,0.111,0.642,129.021,4.0]",2
52,65,0.716,0.917,6.0,-5.091,1.0,0.0331,0.123,0.396,0.0628,0.751,124.032,4.0,"[65.0,0.716,0.917,6.0,-5.091,1.0,0.0331,0.123,0.396,0.0628,0.751,124.032,4.0]",2
53,48,0.542,0.946,6.0,-4.279,1.0,0.378,0.0346,0.0,0.323,0.509,146.7,4.0,"[48.0,0.542,0.946,6.0,-4.279,1.0,0.378,0.0346,0.0,0.323,0.509,146.7,4.0]",2
54,61,0.555,0.639,1.0,-5.16,1.0,0.263,0.0594,0.0,0.118,0.184,171.609,4.0,"[61.0,0.555,0.639,1.0,-5.16,1.0,0.263,0.0594,0.0,0.118,0.184,171.609,4.0]",2
55,36,0.805,0.407,4.0,-11.669,0.0,0.0931,0.00222,0.923,0.0467,0.561,119.999,4.0,"[36.0,0.805,0.407,4.0,-11.669,0.0,0.0931,0.00222,0.923,0.0467,0.561,119.999,4.0]",2
56,12,0.681,0.757,0.0,-8.251,0.0,0.0419,0.071,0.859,0.0812,0.604,124.0,4.0,"[12.0,0.681,0.757,0.0,-8.251,0.0,0.0419,0.071,0.859,0.0812,0.604,124.0,4.0]",0
57,46,0.809,0.537,5.0,-16.643,0.0,0.0767,0.441,0.884,0.113,0.496,128.031,4.0,"[46.0,0.809,0.537,5.0,-16.643,0.0,0.0767,0.441,0.884,0.113,0.496,128.031,4.0]",2
58,50,0.606,0.876,0.0,-9.218,1.0,0.0303,0.0107,0.856,0.0846,0.493,127.007,4.0,"[50.0,0.606,0.876,0.0,-9.218,1.0,0.0303,0.0107,0.856,0.0846,0.493,127.007,4.0]",2
59,37,0.787,0.932,1.0,-6.285,1.0,0.0585,7.2e-05,0.897,0.0358,0.656,125.59,4.0,"[37.0,0.787,0.932,1.0,-6.285,1.0,0.0585,7.2e-05,0.897,0.0358,0.656,125.59,4.0]",2
60,75,0.484,0.75,1.0,-4.176,1.0,0.0685,0.697,0.862,0.105,0.467,159.992,4.0,"[75.0,0.484,0.75,1.0,-4.176,1.0,0.0685,0.697,0.862,0.105,0.467,159.992,4.0]",2
61,44,0.694,0.727,3.0,-11.015,1.0,0.0408,0.0141,0.934,0.128,0.464,131.994,4.0,"[44.0,0.694,0.727,3.0,-11.015,1.0,0.0408,0.0141,0.934,0.128,0.464,131.994,4.0]",2
62,67,0.821,0.721,10.0,-10.401,0.0,0.0515,0.0816,7.37e-06,0.0664,0.885,105.866,4.0,"[67.0,0.821,0.721,10.0,-10.401,0.0,0.0515,0.0816,7.37e-06,0.0664,0.885,105.866,4.0]",2
63,30,0.777,0.598,10.0,-8.69,0.0,0.0412,0.0024,0.581,0.102,0.373,127.986,4.0,"[30.0,0.777,0.598,10.0,-8.69,0.0,0.0412,0.0024,0.581,0.102,0.373,127.986,4.0]",0
64,34,0.782,0.776,1.0,-7.065,1.0,0.0683,0.164,0.00285,0.263,0.748,117.799,4.0,"[34.0,0.782,0.776,1.0,-7.065,1.0,0.0683,0.164,0.00285,0.263,0.748,117.799,4.0]",2
65,34,0.686,0.741,10.0,-11.864,1.0,0.0604,0.0507,0.866,0.0872,0.235,144.981,4.0,"[34.0,0.686,0.741,10.0,-11.864,1.0,0.0604,0.0507,0.866,0.0872,0.235,144.981,4.0]",0
66,40,0.707,0.906,11.0,-7.914,0.0,0.0773,0.0917,0.0121,0.0642,0.704,120.042,4.0,"[40.0,0.707,0.906,11.0,-7.914,0.0,0.0773,0.0917,0.0121,0.0642,0.704,120.042,4.0]",2
67,39,0.589,0.768,7.0,-6.423,1.0,0.0355,0.0128,0.0166,0.104,0.831,124.992,4.0,"[39.0,0.589,0.768,7.0,-6.423,1.0,0.0355,0.0128,0.0166,0.104,0.831,124.992,4.0]",2
68,31,0.668,0.836,6.0,-6.329,1.0,0.0335,1.71e-05,0.129,0.361,0.798,129.984,4.0,"[31.0,0.668,0.836,6.0,-6.329,1.0,0.0335,1.71e-05,0.129,0.361,0.798,129.984,4.0]",0
69,46,0.812,0.732,0.0,-8.635,1.0,0.0514,0.00664,0.877,0.0664,0.649,122.002,4.0,"[46.0,0.812,0.732,0.0,-8.635,1.0,0.0514,0.00664,0.877,0.0664,0.649,122.002,4.0]",2
70,16,0.849,0.671,7.0,-8.327,1.0,0.0637,0.00388,0.734,0.129,0.507,123.013,4.0,"[16.0,0.849,0.671,7.0,-8.327,1.0,0.0637,0.00388,0.734,0.129,0.507,123.013,4.0]",0
71,20,0.805,0.997,11.0,-5.413,0.0,0.0572,0.000458,0.913,0.0868,0.801,125.016,4.0,"[20.0,0.805,0.997,11.0,-5.413,0.0,0.0572,0.000458,0.913,0.0868,0.801,125.016,4.0]",0
72,13,0.788,0.691,1.0,-12.818,1.0,0.277,0.0802,0.00264,0.342,0.337,126.249,4.0,"[13.0,0.788,0.691,1.0,-12.818,1.0,0.277,0.0802,0.00264,0.342,0.337,126.249,4.0]",0
73,13,0.874,0.558,0.0,-6.275,0.0,0.0599,0.1,5.96e-05,0.0821,0.787,123.015,4.0,"[13.0,0.874,0.558,0.0,-6.275,0.0,0.0599,0.1,5.96e-05,0.0821,0.787,123.015,4.0]",0
74,1,0.751,0.642,9.0,-7.835,1.0,0.0457,0.000111,0.642,0.219,0.537,121.989,4.0,"[1.0,0.751,0.642,9.0,-7.835,1.0,0.0457,0.000111,0.642,0.219,0.537,121.989,4.0]",0
75,10,0.795,0.639,1.0,-11.182,1.0,0.0838,0.000542,0.792,0.0693,0.737,131.861,4.0,"[10.0,0.795,0.639,1.0,-11.182,1.0,0.0838,0.000542,0.792,0.0693,0.737,131.861,4.0]",0
76,19,0.671,0.696,10.0,-7.301,1.0,0.143,0.552,5.69e-06,0.534,0.879,81.956,4.0,"[19.0,0.671,0.696,10.0,-7.301,1.0,0.143,0.552,5.69e-06,0.534,0.879,81.956,4.0]",0
77,34,0.63,0.541,3.0,-11.261,0.0,0.0476,0.801,0.854,0.0568,0.92,95.145,4.0,"[34.0,0.63,0.541,3.0,-11.261,0.0,0.0476,0.801,0.854,0.0568,0.92,95.145,4.0]",2
78,53,0.633,0.97,10.0,-0.554,1.0,0.0936,4.4e-06,0.911,0.208,0.329,169.994,4.0,"[53.0,0.633,0.97,10.0,-0.554,1.0,0.0936,4.4e-06,0.911,0.208,0.329,169.994,4.0]",2
79,3,0.791,0.672,7.0,-14.622,1.0,0.0954,0.46,0.94,0.113,0.442,130.031,5.0,"[3.0,0.791,0.672,7.0,-14.622,1.0,0.0954,0.46,0.94,0.113,0.442,130.031,5.0]",0
80,34,0.743,0.85,7.0,-7.559,1.0,0.0491,0.000686,0.00477,0.0607,0.579,131.971,4.0,"[34.0,0.743,0.85,7.0,-7.559,1.0,0.0491,0.000686,0.00477,0.0607,0.579,131.971,4.0]",0
81,57,0.479,0.437,1.0,-7.989,1.0,0.0547,0.0417,0.0343,0.125,0.0741,108.869,3.0,"[57.0,0.479,0.437,1.0,-7.989,1.0,0.0547,0.0417,0.0343,0.125,0.0741,108.869,3.0]",2
82,57,0.525,0.804,1.0,-7.575,1.0,0.0321,0.00367,0.285,0.0382,0.935,91.951,4.0,"[57.0,0.525,0.804,1.0,-7.575,1.0,0.0321,0.00367,0.285,0.0382,0.935,91.951,4.0]",2
83,63,0.454,0.769,2.0,-7.653,1.0,0.0814,0.127,3.23e-06,0.175,0.491,122.531,4.0,"[63.0,0.454,0.769,2.0,-7.653,1.0,0.0814,0.127,3.23e-06,0.175,0.491,122.531,4.0]",2
84,14,0.797,0.727,9.0,-12.027,1.0,0.0531,0.0533,0.908,0.111,0.0751,126.006,4.0,"[14.0,0.797,0.727,9.0,-12.027,1.0,0.0531,0.0533,0.908,0.111,0.0751,126.006,4.0]",0
85,40,0.795,0.821,10.0,-8.183,1.0,0.118,0.0443,0.742,0.16,0.782,116.355,4.0,"[40.0,0.795,0.821,10.0,-8.183,1.0,0.118,0.0443,0.742,0.16,0.782,116.355,4.0]",2
86,62,0.921,0.46,6.0,-9.408,0.0,0.309,0.00508,0.00353,0.232,0.367,144.934,4.0,"[62.0,0.921,0.46,6.0,-9.408,0.0,0.309,0.00508,0.00353,0.232,0.367,144.934,4.0]",2
87,61,0.603,0.982,11.0,-6.55,1.0,0.198,0.0115,0.393,0.11,0.306,154.948,4.0,"[61.0,0.603,0.982,11.0,-6.55,1.0,0.198,0.0115,0.393,0.11,0.306,154.948,4.0]",2
88,9,0.474,0.845,8.0,-8.269,1.0,0.0676,0.00986,0.901,0.0683,0.149,131.971,4.0,"[9.0,0.474,0.845,8.0,-8.269,1.0,0.0676,0.00986,0.901,0.0683,0.149,131.971,4.0]",0
89,1,0.789,0.553,1.0,-8.782,1.0,0.0549,0.0055,0.92,0.0395,0.461,124.008,4.0,"[1.0,0.789,0.553,1.0,-8.782,1.0,0.0549,0.0055,0.92,0.0395,0.461,124.008,4.0]",0
90,0,0.788,0.905,10.0,-8.929,0.0,0.0589,0.0451,0.576,0.0584,0.784,124.999,4.0,"[0.0,0.788,0.905,10.0,-8.929,0.0,0.0589,0.0451,0.576,0.0584,0.784,124.999,4.0]",0
91,4,0.791,0.937,11.0,-6.879,0.0,0.0479,0.016,0.694,0.0797,0.206,126.009,4.0,"[4.0,0.791,0.937,11.0,-6.879,0.0,0.0479,0.016,0.694,0.0797,0.206,126.009,4.0]",0
92,50,0.622,0.923,9.0,-5.224,1.0,0.0385,0.00218,0.821,0.12,0.214,146.004,4.0,"[50.0,0.622,0.923,9.0,-5.224,1.0,0.0385,0.00218,0.821,0.12,0.214,146.004,4.0]",2
93,37,0.622,0.968,7.0,-6.745,1.0,0.0631,0.00525,0.877,0.146,0.128,145.997,4.0,"[37.0,0.622,0.968,7.0,-6.745,1.0,0.0631,0.00525,0.877,0.146,0.128,145.997,4.0]",2
94,50,0.692,0.872,0.0,-6.279,1.0,0.0624,0.0183,0.821,0.0927,0.97,154.988,4.0,"[50.0,0.692,0.872,0.0,-6.279,1.0,0.0624,0.0183,0.821,0.0927,0.97,154.988,4.0]",2
95,42,0.753,0.96,6.0,-4.813,0.0,0.0887,0.00357,0.823,0.0993,0.418,160.0,4.0,"[42.0,0.753,0.96,6.0,-4.813,0.0,0.0887,0.00357,0.823,0.0993,0.418,160.0,4.0]",2
96,43,0.827,0.729,8.0,-8.816,1.0,0.0488,0.00781,0.789,0.0893,0.486,124.997,4.0,"[43.0,0.827,0.729,8.0,-8.816,1.0,0.0488,0.00781,0.789,0.0893,0.486,124.997,4.0]",2
97,5,0.656,0.991,7.0,-6.017,1.0,0.0812,0.000898,0.84,0.18,0.104,140.001,4.0,"[5.0,0.656,0.991,7.0,-6.017,1.0,0.0812,0.000898,0.84,0.18,0.104,140.001,4.0]",0
98,15,0.601,0.75,9.0,-11.947,1.0,0.0419,0.0608,0.374,0.0639,0.222,132.004,4.0,"[15.0,0.601,0.75,9.0,-11.947,1.0,0.0419,0.0608,0.374,0.0639,0.222,132.004,4.0]",0
99,55,0.659,0.908,8.0,-6.67,0.0,0.0367,0.241,0.00595,0.132,0.741,159.008,4.0,"[55.0,0.659,0.908,8.0,-6.67,0.0,0.0367,0.241,0.00595,0.132,0.741,159.008,4.0]",2
100,30,0.67,0.962,8.0,-5.96,1.0,0.0559,0.000264,0.898,0.497,0.222,137.991,4.0,"[30.0,0.67,0.962,8.0,-5.96,1.0,0.0559,0.000264,0.898,0.497,0.222,137.991,4.0]",0
101,8,0.864,0.528,4.0,-11.623,0.0,0.0512,0.000552,0.901,0.342,0.309,122.5,4.0,"[8.0,0.864,0.528,4.0,-11.623,0.0,0.0512,0.000552,0.901,0.342,0.309,122.5,4.0]",0
102,29,0.648,0.994,5.0,-7.077,1.0,0.108,0.00473,0.533,0.155,0.0346,146.007,4.0,"[29.0,0.648,0.994,5.0,-7.077,1.0,0.108,0.00473,0.533,0.155,0.0346,146.007,4.0]",0
103,59,0.776,0.479,2.0,-10.68,1.0,0.216,0.121,0.441,0.346,0.541,140.041,4.0,"[59.0,0.776,0.479,2.0,-10.68,1.0,0.216,0.121,0.441,0.346,0.541,140.041,4.0]",2
104,44,0.909,0.802,2.0,-7.185,1.0,0.24,0.00122,0.0106,0.0705,0.451,140.027,4.0,"[44.0,0.909,0.802,2.0,-7.185,1.0,0.24,0.00122,0.0106,0.0705,0.451,140.027,4.0]",2
105,32,0.859,0.473,0.0,-13.532,1.0,0.249,0.602,0.0468,0.104,0.754,130.952,4.0,"[32.0,0.859,0.473,0.0,-13.532,1.0,0.249,0.602,0.0468,0.104,0.754,130.952,4.0]",0
106,47,0.873,0.487,7.0,-14.872,1.0,0.412,0.141,0.0,0.269,0.611,97.445,4.0,"[47.0,0.873,0.487,7.0,-14.872,1.0,0.412,0.141,0.0,0.269,0.611,97.445,4.0]",2
107,34,0.779,0.878,1.0,-6.264,0.0,0.0556,0.000445,0.642,0.0527,0.363,126.029,4.0,"[34.0,0.779,0.878,1.0,-6.264,0.0,0.0556,0.000445,0.642,0.0527,0.363,126.029,4.0]",2
108,33,0.766,0.687,11.0,-13.986,0.0,0.051,0.00697,0.00305,0.121,0.962,120.303,4.0,"[33.0,0.766,0.687,11.0,-13.986,0.0,0.051,0.00697,0.00305,0.121,0.962,120.303,4.0]",0
109,41,0.794,0.863,2.0,-7.576,1.0,0.102,0.00109,0.532,0.0773,0.715,131.012,4.0,"[41.0,0.794,0.863,2.0,-7.576,1.0,0.102,0.00109,0.532,0.0773,0.715,131.012,4.0]",2
110,55,0.633,0.326,4.0,-15.05,0.0,0.326,0.502,0.00164,0.115,0.584,120.043,4.0,"[55.0,0.633,0.326,4.0,-15.05,0.0,0.326,0.502,0.00164,0.115,0.584,120.043,4.0]",2
111,24,0.704,0.672,7.0,-9.545,1.0,0.0914,0.71,0.0,0.613,0.894,114.311,4.0,"[24.0,0.704,0.672,7.0,-9.545,1.0,0.0914,0.71,0.0,0.613,0.894,114.311,4.0]",0
112,58,0.685,0.918,11.0,-9.405,1.0,0.0503,0.0206,0.904,0.0575,0.753,150.003,4.0,"[58.0,0.685,0.918,11.0,-9.405,1.0,0.0503,0.0206,0.904,0.0575,0.753,150.003,4.0]",2
113,56,0.852,0.526,0.0,-5.099,0.0,0.0515,0.0145,0.000461,0.0772,0.762,97.984,4.0,"[56.0,0.852,0.526,0.0,-5.099,0.0,0.0515,0.0145,0.000461,0.0772,0.762,97.984,4.0]",2
114,60,0.756,0.829,11.0,-3.973,1.0,0.0682,0.003,3.46e-05,0.0578,0.504,120.163,4.0,"[60.0,0.756,0.829,11.0,-3.973,1.0,0.0682,0.003,3.46e-05,0.0578,0.504,120.163,4.0]",2
115,43,0.619,0.793,2.0,-6.663,1.0,0.0545,0.00164,0.0231,0.0629,0.501,171.999,4.0,"[43.0,0.619,0.793,2.0,-6.663,1.0,0.0545,0.00164,0.0231,0.0629,0.501,171.999,4.0]",2
116,27,0.504,0.729,2.0,-5.258,0.0,0.0442,0.0022,0.182,0.205,0.0616,173.995,4.0,"[27.0,0.504,0.729,2.0,-5.258,0.0,0.0442,0.0022,0.182,0.205,0.0616,173.995,4.0]",0
117,32,0.797,0.601,9.0,-10.171,1.0,0.0739,0.000277,0.86,0.0619,0.504,118.006,4.0,"[32.0,0.797,0.601,9.0,-10.171,1.0,0.0739,0.000277,0.86,0.0619,0.504,118.006,4.0]",0
118,76,0.826,0.694,7.0,-7.862,1.0,0.0315,0.316,0.0285,0.074,0.852,123.932,4.0,"[76.0,0.826,0.694,7.0,-7.862,1.0,0.0315,0.316,0.0285,0.074,0.852,123.932,4.0]",2
119,48,0.858,0.518,5.0,-7.241,0.0,0.0416,0.0203,0.0232,0.0961,0.608,99.507,4.0,"[48.0,0.858,0.518,5.0,-7.241,0.0,0.0416,0.0203,0.0232,0.0961,0.608,99.507,4.0]",2
