,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,features,cluster
726,0,0.734,0.799,5.0,-8.317,0.0,0.0672,0.255,0.631,0.109,0.834,155.059,4.0,"[0.0,0.734,0.799,5.0,-8.317,0.0,0.0672,0.255,0.631,0.109,0.834,155.059,4.0]",0
727,16,0.776,0.762,0.0,-8.033,1.0,0.0349,0.198,0.571,0.154,0.53,145.013,4.0,"[16.0,0.776,0.762,0.0,-8.033,1.0,0.0349,0.198,0.571,0.154,0.53,145.013,4.0]",0
728,0,0.621,0.698,6.0,-7.912,0.0,0.0667,0.54,0.0,0.672,0.659,82.894,4.0,"[0.0,0.621,0.698,6.0,-7.912,0.0,0.0667,0.54,0.0,0.672,0.659,82.894,4.0]",0
729,44,0.669,0.716,2.0,-7.292,0.0,0.0523,0.148,0.0013,0.0507,0.961,79.475,4.0,"[44.0,0.669,0.716,2.0,-7.292,0.0,0.0523,0.148,0.0013,0.0507,0.961,79.475,4.0]",2
730,25,0.506,0.621,5.0,-7.627,0.0,0.163,0.657,0.000966,0.0469,0.683,107.077,4.0,"[25.0,0.506,0.621,5.0,-7.627,0.0,0.163,0.657,0.000966,0.0469,0.683,107.077,4.0]",0
731,29,0.731,0.626,3.0,-9.14,0.0,0.0501,0.0084,0.41,0.12,0.552,124.879,4.0,"[29.0,0.731,0.626,3.0,-9.14,0.0,0.0501,0.0084,0.41,0.12,0.552,124.879,4.0]",0
732,0,0.828,0.916,9.0,-4.365,1.0,0.116,0.00251,0.0603,0.0359,0.683,124.01,4.0,"[0.0,0.828,0.916,9.0,-4.365,1.0,0.116,0.00251,0.0603,0.0359,0.683,124.01,4.0]",0
733,38,0.763,0.838,4.0,-8.601,1.0,0.044,0.117,0.812,0.173,0.665,120.035,4.0,"[38.0,0.763,0.838,4.0,-8.601,1.0,0.044,0.117,0.812,0.173,0.665,120.035,4.0]",2
734,56,0.881,0.797,6.0,-6.732,0.0,0.0622,0.0332,0.167,0.206,0.711,123.003,4.0,"[56.0,0.881,0.797,6.0,-6.732,0.0,0.0622,0.0332,0.167,0.206,0.711,123.003,4.0]",2
735,5,0.743,0.727,6.0,-7.92,0.0,0.0592,0.0361,0.0896,0.106,0.61,124.017,4.0,"[5.0,0.743,0.727,6.0,-7.92,0.0,0.0592,0.0361,0.0896,0.106,0.61,124.017,4.0]",0
736,8,0.772,0.784,2.0,-5.752,1.0,0.0483,0.000579,0.107,0.0486,0.408,123.031,4.0,"[8.0,0.772,0.784,2.0,-5.752,1.0,0.0483,0.000579,0.107,0.0486,0.408,123.031,4.0]",0
737,67,0.823,0.743,0.0,-13.98,1.0,0.0316,0.00559,0.0306,0.0707,0.966,120.471,4.0,"[67.0,0.823,0.743,0.0,-13.98,1.0,0.0316,0.00559,0.0306,0.0707,0.966,120.471,4.0]",2
738,45,0.69,0.858,10.0,-4.824,0.0,0.0522,0.0156,0.000184,0.265,0.71,119.995,4.0,"[45.0,0.69,0.858,10.0,-4.824,0.0,0.0522,0.0156,0.000184,0.265,0.71,119.995,4.0]",2
739,44,0.785,0.907,4.0,-4.15,0.0,0.118,0.0156,1.14e-06,0.513,0.565,122.311,4.0,"[44.0,0.785,0.907,4.0,-4.15,0.0,0.118,0.0156,1.14e-06,0.513,0.565,122.311,4.0]",2
740,34,0.699,0.664,5.0,-8.764,1.0,0.113,0.311,0.0932,0.0872,0.475,102.941,4.0,"[34.0,0.699,0.664,5.0,-8.764,1.0,0.113,0.311,0.0932,0.0872,0.475,102.941,4.0]",2
741,41,0.793,0.473,8.0,-8.681,1.0,0.0888,0.243,0.00017,0.0976,0.0372,111.144,4.0,"[41.0,0.793,0.473,8.0,-8.681,1.0,0.0888,0.243,0.00017,0.0976,0.0372,111.144,4.0]",2
742,45,0.699,0.907,9.0,-8.489,0.0,0.0645,0.0932,0.624,0.051,0.923,127.999,4.0,"[45.0,0.699,0.907,9.0,-8.489,0.0,0.0645,0.0932,0.624,0.051,0.923,127.999,4.0]",2
743,68,0.417,0.682,1.0,-5.071,1.0,0.0295,0.0267,0.000669,0.109,0.351,105.542,4.0,"[68.0,0.417,0.682,1.0,-5.071,1.0,0.0295,0.0267,0.000669,0.109,0.351,105.542,4.0]",2
744,69,0.506,0.764,0.0,-12.239,1.0,0.046,0.144,0.00025,0.247,0.868,156.336,4.0,"[69.0,0.506,0.764,0.0,-12.239,1.0,0.046,0.144,0.00025,0.247,0.868,156.336,4.0]",2
745,64,0.929,0.573,6.0,-6.934,0.0,0.0511,0.0173,0.00347,0.122,0.305,128.037,4.0,"[64.0,0.929,0.573,6.0,-6.934,0.0,0.0511,0.0173,0.00347,0.122,0.305,128.037,4.0]",2
746,0,0.78,0.971,5.0,-5.59,0.0,0.0535,0.136,0.0266,0.0337,0.964,127.001,4.0,"[0.0,0.78,0.971,5.0,-5.59,0.0,0.0535,0.136,0.0266,0.0337,0.964,127.001,4.0]",0
747,49,0.763,0.916,7.0,-7.775,1.0,0.0574,0.000616,0.607,0.11,0.196,123.983,4.0,"[49.0,0.763,0.916,7.0,-7.775,1.0,0.0574,0.000616,0.607,0.11,0.196,123.983,4.0]",2
748,57,0.767,0.733,0.0,-9.414,0.0,0.0476,0.22,0.502,0.0346,0.82,116.991,4.0,"[57.0,0.767,0.733,0.0,-9.414,0.0,0.0476,0.22,0.502,0.0346,0.82,116.991,4.0]",2
749,42,0.756,0.921,7.0,-8.726,1.0,0.0701,0.0971,0.849,0.0521,0.925,125.01,4.0,"[42.0,0.756,0.921,7.0,-8.726,1.0,0.0701,0.0971,0.849,0.0521,0.925,125.01,4.0]",2
750,34,0.798,0.633,9.0,-8.593,0.0,0.0359,0.0163,1.56e-06,0.106,0.709,123.888,4.0,"[34.0,0.798,0.633,9.0,-8.593,0.0,0.0359,0.0163,1.56e-06,0.106,0.709,123.888,4.0]",2
751,56,0.869,0.503,2.0,-12.804,1.0,0.0479,0.0818,0.00837,0.187,0.914,112.664,4.0,"[56.0,0.869,0.503,2.0,-12.804,1.0,0.0479,0.0818,0.00837,0.187,0.914,112.664,4.0]",2
752,62,0.629,0.851,5.0,-11.182,0.0,0.0294,0.0309,0.303,0.0947,0.961,130.7,4.0,"[62.0,0.629,0.851,5.0,-11.182,0.0,0.0294,0.0309,0.303,0.0947,0.961,130.7,4.0]",2
753,74,0.685,0.584,5.0,-10.616,0.0,0.0276,0.288,0.00918,0.124,0.939,134.546,4.0,"[74.0,0.685,0.584,5.0,-10.616,0.0,0.0276,0.288,0.00918,0.124,0.939,134.546,4.0]",2
754,43,0.807,0.534,11.0,-13.391,0.0,0.134,0.000148,0.615,0.0781,0.327,128.013,4.0,"[43.0,0.807,0.534,11.0,-13.391,0.0,0.134,0.000148,0.615,0.0781,0.327,128.013,4.0]",2
755,13,0.847,0.767,6.0,-6.127,0.0,0.0382,0.0382,0.0274,0.094,0.967,120.996,4.0,"[13.0,0.847,0.767,6.0,-6.127,0.0,0.0382,0.0382,0.0274,0.094,0.967,120.996,4.0]",0
756,28,0.533,0.686,11.0,-8.705,0.0,0.0326,0.0856,0.000194,0.109,0.764,153.045,4.0,"[28.0,0.533,0.686,11.0,-8.705,0.0,0.0326,0.0856,0.000194,0.109,0.764,153.045,4.0]",0
757,20,0.763,0.751,11.0,-10.819,0.0,0.0433,0.000881,0.882,0.0778,0.326,127.077,4.0,"[20.0,0.763,0.751,11.0,-10.819,0.0,0.0433,0.000881,0.882,0.0778,0.326,127.077,4.0]",0
758,37,0.803,0.836,9.0,-6.703,0.0,0.0385,0.0603,0.718,0.102,0.677,124.026,4.0,"[37.0,0.803,0.836,9.0,-6.703,0.0,0.0385,0.0603,0.718,0.102,0.677,124.026,4.0]",2
759,20,0.761,0.768,5.0,-9.406,0.0,0.0536,0.00205,0.235,0.0481,0.961,124.115,4.0,"[20.0,0.761,0.768,5.0,-9.406,0.0,0.0536,0.00205,0.235,0.0481,0.961,124.115,4.0]",0
760,43,0.881,0.643,11.0,-4.681,1.0,0.308,0.0128,3.13e-05,0.696,0.754,72.518,4.0,"[43.0,0.881,0.643,11.0,-4.681,1.0,0.308,0.0128,3.13e-05,0.696,0.754,72.518,4.0]",2
761,25,0.809,0.686,1.0,-9.838,1.0,0.0815,0.00947,0.81,0.0766,0.688,123.928,4.0,"[25.0,0.809,0.686,1.0,-9.838,1.0,0.0815,0.00947,0.81,0.0766,0.688,123.928,4.0]",0
762,28,0.775,0.576,5.0,-7.124,0.0,0.199,0.167,0.141,0.0953,0.298,92.05,4.0,"[28.0,0.775,0.576,5.0,-7.124,0.0,0.199,0.167,0.141,0.0953,0.298,92.05,4.0]",0
763,8,0.82,0.605,1.0,-6.82,0.0,0.0424,0.00373,0.653,0.0581,0.502,123.024,4.0,"[8.0,0.82,0.605,1.0,-6.82,0.0,0.0424,0.00373,0.653,0.0581,0.502,123.024,4.0]",0
764,58,0.841,0.807,6.0,-5.419,1.0,0.0505,0.0276,0.161,0.133,0.475,123.0,4.0,"[58.0,0.841,0.807,6.0,-5.419,1.0,0.0505,0.0276,0.161,0.133,0.475,123.0,4.0]",2
765,13,0.742,0.884,6.0,-5.093,1.0,0.0663,0.0031,7.17e-06,0.201,0.864,123.968,4.0,"[13.0,0.742,0.884,6.0,-5.093,1.0,0.0663,0.0031,7.17e-06,0.201,0.864,123.968,4.0]",0
766,44,0.739,0.966,4.0,-5.176,0.0,0.0341,0.00207,0.359,0.0305,0.975,127.373,4.0,"[44.0,0.739,0.966,4.0,-5.176,0.0,0.0341,0.00207,0.359,0.0305,0.975,127.373,4.0]",2
767,17,0.57,0.573,5.0,-6.935,1.0,0.476,0.156,0.0,0.256,0.517,76.006,4.0,"[17.0,0.57,0.573,5.0,-6.935,1.0,0.476,0.156,0.0,0.256,0.517,76.006,4.0]",0
768,25,0.551,0.794,5.0,-5.405,0.0,0.0312,0.0169,0.0152,0.0952,0.0754,126.993,4.0,"[25.0,0.551,0.794,5.0,-5.405,0.0,0.0312,0.0169,0.0152,0.0952,0.0754,126.993,4.0]",0
769,2,0.913,0.603,8.0,-4.892,1.0,0.226,0.0272,0.000503,0.167,0.497,123.061,4.0,"[2.0,0.913,0.603,8.0,-4.892,1.0,0.226,0.0272,0.000503,0.167,0.497,123.061,4.0]",0
770,50,0.714,0.665,11.0,-10.948,0.0,0.0381,0.00588,0.131,0.0655,0.805,133.805,4.0,"[50.0,0.714,0.665,11.0,-10.948,0.0,0.0381,0.00588,0.131,0.0655,0.805,133.805,4.0]",2
771,7,0.875,0.649,6.0,-5.754,1.0,0.0433,0.429,0.00237,0.0704,0.833,140.031,4.0,"[7.0,0.875,0.649,6.0,-5.754,1.0,0.0433,0.429,0.00237,0.0704,0.833,140.031,4.0]",0
772,46,0.58,0.619,1.0,-12.983,1.0,0.04,0.204,0.00287,0.0587,0.666,96.876,4.0,"[46.0,0.58,0.619,1.0,-12.983,1.0,0.04,0.204,0.00287,0.0587,0.666,96.876,4.0]",2
773,57,0.54,0.621,7.0,-13.165,1.0,0.0369,0.00292,0.00287,0.367,0.195,130.202,4.0,"[57.0,0.54,0.621,7.0,-13.165,1.0,0.0369,0.00292,0.00287,0.367,0.195,130.202,4.0]",2
774,2,0.733,0.798,11.0,-7.664,0.0,0.0522,0.000844,0.254,0.506,0.0395,126.045,4.0,"[2.0,0.733,0.798,11.0,-7.664,0.0,0.0522,0.000844,0.254,0.506,0.0395,126.045,4.0]",0
775,26,0.618,0.811,7.0,-9.276,1.0,0.0546,0.026,1.78e-06,0.354,0.753,122.6,4.0,"[26.0,0.618,0.811,7.0,-9.276,1.0,0.0546,0.026,1.78e-06,0.354,0.753,122.6,4.0]",0
776,76,0.724,0.498,11.0,-13.083,0.0,0.0423,0.0405,8.56e-05,0.0761,0.823,88.825,4.0,"[76.0,0.724,0.498,11.0,-13.083,0.0,0.0423,0.0405,8.56e-05,0.0761,0.823,88.825,4.0]",2
777,60,0.881,0.56,8.0,-13.234,0.0,0.0895,0.269,0.000259,0.0789,0.925,133.62,4.0,"[60.0,0.881,0.56,8.0,-13.234,0.0,0.0895,0.269,0.000259,0.0789,0.925,133.62,4.0]",2
778,34,0.737,0.569,10.0,-7.87,0.0,0.0461,0.346,0.843,0.109,0.652,125.009,4.0,"[34.0,0.737,0.569,10.0,-7.87,0.0,0.0461,0.346,0.843,0.109,0.652,125.009,4.0]",2
779,32,0.428,0.261,6.0,-18.861,0.0,0.0397,0.98,0.917,0.113,0.2,149.843,4.0,"[32.0,0.428,0.261,6.0,-18.861,0.0,0.0397,0.98,0.917,0.113,0.2,149.843,4.0]",0
780,36,0.478,0.386,2.0,-11.585,1.0,0.0484,0.805,0.457,0.108,0.134,96.752,4.0,"[36.0,0.478,0.386,2.0,-11.585,1.0,0.0484,0.805,0.457,0.108,0.134,96.752,4.0]",2
781,50,0.53,0.114,7.0,-18.069,1.0,0.0475,0.991,0.902,0.137,0.369,92.249,4.0,"[50.0,0.53,0.114,7.0,-18.069,1.0,0.0475,0.991,0.902,0.137,0.369,92.249,4.0]",2
782,41,0.361,0.0264,7.0,-25.102,1.0,0.0446,0.985,0.823,0.0667,0.148,56.3,4.0,"[41.0,0.361,0.0264,7.0,-25.102,1.0,0.0446,0.985,0.823,0.0667,0.148,56.3,4.0]",2
783,55,0.685,0.332,9.0,-11.759,1.0,0.0456,0.888,0.341,0.107,0.0732,80.995,4.0,"[55.0,0.685,0.332,9.0,-11.759,1.0,0.0456,0.888,0.341,0.107,0.0732,80.995,4.0]",2
784,72,0.668,0.26,7.0,-14.256,1.0,0.0523,0.453,0.0,0.0621,0.368,119.416,4.0,"[72.0,0.668,0.26,7.0,-14.256,1.0,0.0523,0.453,0.0,0.0621,0.368,119.416,4.0]",2
785,43,0.597,0.31,0.0,-10.441,1.0,0.0691,0.947,3.34e-05,0.452,0.615,145.725,4.0,"[43.0,0.597,0.31,0.0,-10.441,1.0,0.0691,0.947,3.34e-05,0.452,0.615,145.725,4.0]",2
786,51,0.228,0.263,3.0,-10.12,1.0,0.0275,0.896,0.317,0.103,0.224,83.903,4.0,"[51.0,0.228,0.263,3.0,-10.12,1.0,0.0275,0.896,0.317,0.103,0.224,83.903,4.0]",2
787,56,0.463,0.654,8.0,-9.72,1.0,0.0659,0.824,0.917,0.372,0.592,175.204,4.0,"[56.0,0.463,0.654,8.0,-9.72,1.0,0.0659,0.824,0.917,0.372,0.592,175.204,4.0]",2
788,40,0.642,0.521,9.0,-11.771,1.0,0.0417,0.137,0.375,0.151,0.925,121.938,4.0,"[40.0,0.642,0.521,9.0,-11.771,1.0,0.0417,0.137,0.375,0.151,0.925,121.938,4.0]",2
789,44,0.752,0.607,10.0,-7.997,0.0,0.158,0.246,0.00432,0.108,0.747,86.978,4.0,"[44.0,0.752,0.607,10.0,-7.997,0.0,0.158,0.246,0.00432,0.108,0.747,86.978,4.0]",2
790,37,0.648,0.409,6.0,-16.127,1.0,0.0366,0.0555,0.192,0.0923,0.261,126.035,4.0,"[37.0,0.648,0.409,6.0,-16.127,1.0,0.0366,0.0555,0.192,0.0923,0.261,126.035,4.0]",2
791,29,0.729,0.827,11.0,-8.906,0.0,0.0397,0.0802,0.0336,0.0475,0.965,115.734,4.0,"[29.0,0.729,0.827,11.0,-8.906,0.0,0.0397,0.0802,0.0336,0.0475,0.965,115.734,4.0]",0
792,15,0.696,0.484,10.0,-14.98,0.0,0.0504,0.467,0.836,0.128,0.34,125.99,4.0,"[15.0,0.696,0.484,10.0,-14.98,0.0,0.0504,0.467,0.836,0.128,0.34,125.99,4.0]",0
793,3,0.645,0.761,9.0,-8.948,1.0,0.046,0.000958,0.568,0.065,0.441,125.003,4.0,"[3.0,0.645,0.761,9.0,-8.948,1.0,0.046,0.000958,0.568,0.065,0.441,125.003,4.0]",0
794,4,0.723,0.739,7.0,-13.215,1.0,0.0548,0.0115,0.82,0.0665,0.706,138.029,4.0,"[4.0,0.723,0.739,7.0,-13.215,1.0,0.0548,0.0115,0.82,0.0665,0.706,138.029,4.0]",0
795,68,0.826,0.668,3.0,-6.329,0.0,0.0571,0.223,6.92e-05,0.167,0.534,118.99,4.0,"[68.0,0.826,0.668,3.0,-6.329,0.0,0.0571,0.223,6.92e-05,0.167,0.534,118.99,4.0]",2
796,67,0.639,0.845,0.0,-3.333,0.0,0.0372,0.0528,0.0,0.336,0.871,119.48,4.0,"[67.0,0.639,0.845,0.0,-3.333,0.0,0.0372,0.0528,0.0,0.336,0.871,119.48,4.0]",2
797,56,0.58,0.89,6.0,-5.559,1.0,0.036,6.54e-05,0.000446,0.0518,0.909,124.971,4.0,"[56.0,0.58,0.89,6.0,-5.559,1.0,0.036,6.54e-05,0.000446,0.0518,0.909,124.971,4.0]",2
798,67,0.694,0.694,6.0,-8.21,0.0,0.0328,0.058,0.0126,0.129,0.608,121.876,4.0,"[67.0,0.694,0.694,6.0,-8.21,0.0,0.0328,0.058,0.0126,0.129,0.608,121.876,4.0]",2
799,26,0.736,0.877,1.0,-7.523,0.0,0.0551,7.61e-06,0.684,0.0911,0.791,123.998,3.0,"[26.0,0.736,0.877,1.0,-7.523,0.0,0.0551,7.61e-06,0.684,0.0911,0.791,123.998,3.0]",0
800,0,0.682,0.595,6.0,-9.727,0.0,0.036,0.0239,0.823,0.0342,0.633,128.005,4.0,"[0.0,0.682,0.595,6.0,-9.727,0.0,0.036,0.0239,0.823,0.0342,0.633,128.005,4.0]",0
801,31,0.795,0.746,6.0,-9.083,0.0,0.0548,8.66e-05,0.843,0.324,0.846,129.006,4.0,"[31.0,0.795,0.746,6.0,-9.083,0.0,0.0548,8.66e-05,0.843,0.324,0.846,129.006,4.0]",0
802,48,0.815,0.52,4.0,-13.21,0.0,0.0653,0.233,0.332,0.0855,0.309,126.987,4.0,"[48.0,0.815,0.52,4.0,-13.21,0.0,0.0653,0.233,0.332,0.0855,0.309,126.987,4.0]",2
803,30,0.787,0.903,6.0,-7.869,1.0,0.0822,0.00442,0.894,0.0841,0.837,128.09,4.0,"[30.0,0.787,0.903,6.0,-7.869,1.0,0.0822,0.00442,0.894,0.0841,0.837,128.09,4.0]",0
804,46,0.812,0.45,5.0,-11.812,0.0,0.0967,0.0361,0.876,0.076,0.403,127.994,4.0,"[46.0,0.812,0.45,5.0,-11.812,0.0,0.0967,0.0361,0.876,0.076,0.403,127.994,4.0]",2
805,36,0.807,0.851,5.0,-7.49,1.0,0.051,0.000244,0.00812,0.0419,0.879,125.977,4.0,"[36.0,0.807,0.851,5.0,-7.49,1.0,0.051,0.000244,0.00812,0.0419,0.879,125.977,4.0]",2
806,64,0.312,0.497,2.0,-6.95,1.0,0.0309,0.587,0.0,0.246,0.546,94.311,4.0,"[64.0,0.312,0.497,2.0,-6.95,1.0,0.0309,0.587,0.0,0.246,0.546,94.311,4.0]",2
807,54,0.493,0.569,7.0,-7.011,1.0,0.297,0.17,0.000327,0.122,0.308,90.134,4.0,"[54.0,0.493,0.569,7.0,-7.011,1.0,0.297,0.17,0.000327,0.122,0.308,90.134,4.0]",2
808,40,0.833,0.955,3.0,-6.685,0.0,0.0963,0.189,0.652,0.0893,0.593,128.018,4.0,"[40.0,0.833,0.955,3.0,-6.685,0.0,0.0963,0.189,0.652,0.0893,0.593,128.018,4.0]",2
809,76,0.731,0.853,10.0,-4.219,0.0,0.0363,0.0352,0.0,0.268,0.605,108.016,4.0,"[76.0,0.731,0.853,10.0,-4.219,0.0,0.0363,0.0352,0.0,0.268,0.605,108.016,4.0]",2
810,54,0.722,0.66,5.0,-13.438,0.0,0.0538,0.05,0.000901,0.0907,0.906,129.727,4.0,"[54.0,0.722,0.66,5.0,-13.438,0.0,0.0538,0.05,0.000901,0.0907,0.906,129.727,4.0]",2
811,55,0.678,0.688,1.0,-7.83,1.0,0.0544,0.0611,0.0,0.0671,0.887,114.098,4.0,"[55.0,0.678,0.688,1.0,-7.83,1.0,0.0544,0.0611,0.0,0.0671,0.887,114.098,4.0]",2
812,4,0.791,0.968,4.0,-8.973,0.0,0.0964,0.00173,0.799,0.0455,0.533,128.018,4.0,"[4.0,0.791,0.968,4.0,-8.973,0.0,0.0964,0.00173,0.799,0.0455,0.533,128.018,4.0]",0
813,69,0.729,0.78,5.0,-7.604,1.0,0.0631,0.114,0.106,0.0759,0.795,111.833,4.0,"[69.0,0.729,0.78,5.0,-7.604,1.0,0.0631,0.114,0.106,0.0759,0.795,111.833,4.0]",2
814,70,0.873,0.855,5.0,-8.559,0.0,0.0615,0.179,0.0285,0.0377,0.884,107.868,4.0,"[70.0,0.873,0.855,5.0,-8.559,0.0,0.0615,0.179,0.0285,0.0377,0.884,107.868,4.0]",2
815,55,0.667,0.521,9.0,-13.212,0.0,0.115,0.202,6.55e-05,0.0723,0.856,117.917,4.0,"[55.0,0.667,0.521,9.0,-13.212,0.0,0.115,0.202,6.55e-05,0.0723,0.856,117.917,4.0]",2
816,71,0.774,0.641,1.0,-10.193,1.0,0.0799,0.0765,0.0,0.0867,0.875,113.256,4.0,"[71.0,0.774,0.641,1.0,-10.193,1.0,0.0799,0.0765,0.0,0.0867,0.875,113.256,4.0]",2
817,57,0.553,0.839,0.0,-5.844,0.0,0.116,0.153,6e-05,0.13,0.673,121.819,4.0,"[57.0,0.553,0.839,0.0,-5.844,0.0,0.116,0.153,6e-05,0.13,0.673,121.819,4.0]",2
818,28,0.791,0.954,8.0,-8.673,1.0,0.0937,0.000123,0.872,0.043,0.914,128.017,4.0,"[28.0,0.791,0.954,8.0,-8.673,1.0,0.0937,0.000123,0.872,0.043,0.914,128.017,4.0]",0
819,47,0.777,0.933,7.0,-8.641,0.0,0.0551,0.164,0.306,0.107,0.541,128.992,4.0,"[47.0,0.777,0.933,7.0,-8.641,0.0,0.0551,0.164,0.306,0.107,0.541,128.992,4.0]",2
820,0,0.643,0.669,0.0,-7.485,1.0,0.0398,0.208,0.00664,0.151,0.609,132.709,4.0,"[0.0,0.643,0.669,0.0,-7.485,1.0,0.0398,0.208,0.00664,0.151,0.609,132.709,4.0]",0
821,57,0.657,0.431,9.0,-15.682,1.0,0.166,0.149,2.18e-05,0.0428,0.926,112.008,4.0,"[57.0,0.657,0.431,9.0,-15.682,1.0,0.166,0.149,2.18e-05,0.0428,0.926,112.008,4.0]",2
822,0,0.699,0.725,9.0,-14.14,0.0,0.0436,0.0159,0.0169,0.0265,0.846,128.835,4.0,"[0.0,0.699,0.725,9.0,-14.14,0.0,0.0436,0.0159,0.0169,0.0265,0.846,128.835,4.0]",0
823,0,0.807,0.827,6.0,-7.892,1.0,0.0496,0.000312,0.759,0.0832,0.572,122.957,4.0,"[0.0,0.807,0.827,6.0,-7.892,1.0,0.0496,0.000312,0.759,0.0832,0.572,122.957,4.0]",0
824,0,0.808,0.51,9.0,-11.782,0.0,0.0824,0.085,0.148,0.0999,0.593,125.0,4.0,"[0.0,0.808,0.51,9.0,-11.782,0.0,0.0824,0.085,0.148,0.0999,0.593,125.0,4.0]",0
825,50,0.783,0.781,2.0,-5.39,0.0,0.0481,0.0194,0.128,0.0299,0.862,123.995,4.0,"[50.0,0.783,0.781,2.0,-5.39,0.0,0.0481,0.0194,0.128,0.0299,0.862,123.995,4.0]",2
826,28,0.717,0.528,0.0,-12.461,0.0,0.0459,0.00325,0.000441,0.115,0.578,123.398,4.0,"[28.0,0.717,0.528,0.0,-12.461,0.0,0.0459,0.00325,0.000441,0.115,0.578,123.398,4.0]",0
827,1,0.801,0.843,6.0,-8.606,1.0,0.0928,0.421,0.909,0.0724,0.543,126.976,4.0,"[1.0,0.801,0.843,6.0,-8.606,1.0,0.0928,0.421,0.909,0.0724,0.543,126.976,4.0]",0
828,33,0.807,0.732,2.0,-7.65,0.0,0.0387,0.0836,0.063,0.0623,0.547,123.002,4.0,"[33.0,0.807,0.732,2.0,-7.65,0.0,0.0387,0.0836,0.063,0.0623,0.547,123.002,4.0]",0
829,48,0.785,0.855,11.0,-7.425,0.0,0.0678,0.00842,0.00222,0.148,0.805,123.664,4.0,"[48.0,0.785,0.855,11.0,-7.425,0.0,0.0678,0.00842,0.00222,0.148,0.805,123.664,4.0]",2
830,43,0.961,0.435,0.0,-11.362,1.0,0.291,0.0488,1.42e-05,0.0582,0.814,122.0,4.0,"[43.0,0.961,0.435,0.0,-11.362,1.0,0.291,0.0488,1.42e-05,0.0582,0.814,122.0,4.0]",2
831,70,0.396,0.496,2.0,-11.728,0.0,0.0356,0.833,0.00534,0.0996,0.679,165.647,4.0,"[70.0,0.396,0.496,2.0,-11.728,0.0,0.0356,0.833,0.00534,0.0996,0.679,165.647,4.0]",2
832,57,0.605,0.881,9.0,-4.891,0.0,0.0462,0.0266,3.28e-06,0.81,0.965,117.178,4.0,"[57.0,0.605,0.881,9.0,-4.891,0.0,0.0462,0.0266,3.28e-06,0.81,0.965,117.178,4.0]",2
833,22,0.668,0.943,7.0,-8.885,1.0,0.0367,0.0242,0.557,0.0974,0.0621,135.021,4.0,"[22.0,0.668,0.943,7.0,-8.885,1.0,0.0367,0.0242,0.557,0.0974,0.0621,135.021,4.0]",0
834,38,0.757,0.72,2.0,-8.588,1.0,0.0426,8.48e-05,0.0486,0.279,0.55,126.008,4.0,"[38.0,0.757,0.72,2.0,-8.588,1.0,0.0426,8.48e-05,0.0486,0.279,0.55,126.008,4.0]",2
835,25,0.65,0.966,1.0,-5.796,1.0,0.0581,0.00458,0.216,0.122,0.615,124.002,4.0,"[25.0,0.65,0.966,1.0,-5.796,1.0,0.0581,0.00458,0.216,0.122,0.615,124.002,4.0]",0
836,25,0.754,0.737,9.0,-5.404,0.0,0.0397,0.115,1.86e-06,0.209,0.693,116.004,4.0,"[25.0,0.754,0.737,9.0,-5.404,0.0,0.0397,0.115,1.86e-06,0.209,0.693,116.004,4.0]",0
837,63,0.68,0.877,5.0,-10.241,0.0,0.0353,0.191,0.000656,0.349,0.922,108.674,4.0,"[63.0,0.68,0.877,5.0,-10.241,0.0,0.0353,0.191,0.000656,0.349,0.922,108.674,4.0]",2
838,61,0.761,0.614,10.0,-11.445,1.0,0.0354,0.0439,0.0596,0.0531,0.894,129.637,4.0,"[61.0,0.761,0.614,10.0,-11.445,1.0,0.0354,0.0439,0.0596,0.0531,0.894,129.637,4.0]",2
839,63,0.347,0.299,3.0,-14.462,1.0,0.0401,0.979,0.93,0.178,0.556,86.15,4.0,"[63.0,0.347,0.299,3.0,-14.462,1.0,0.0401,0.979,0.93,0.178,0.556,86.15,4.0]",2
840,33,0.781,0.847,0.0,-5.327,0.0,0.373,0.0288,5.78e-05,0.277,0.65,127.992,4.0,"[33.0,0.781,0.847,0.0,-5.327,0.0,0.373,0.0288,5.78e-05,0.277,0.65,127.992,4.0]",0
841,5,0.859,0.648,4.0,-8.405,0.0,0.0552,0.0223,0.649,0.175,0.74,123.0,4.0,"[5.0,0.859,0.648,4.0,-8.405,0.0,0.0552,0.0223,0.649,0.175,0.74,123.0,4.0]",0
842,56,0.825,0.683,1.0,-9.338,1.0,0.0923,0.0162,2.2e-05,0.0582,0.494,106.002,4.0,"[56.0,0.825,0.683,1.0,-9.338,1.0,0.0923,0.0162,2.2e-05,0.0582,0.494,106.002,4.0]",2
843,77,0.869,0.648,11.0,-8.698,0.0,0.0633,0.121,2.17e-05,0.126,0.9,125.035,4.0,"[77.0,0.869,0.648,11.0,-8.698,0.0,0.0633,0.121,2.17e-05,0.126,0.9,125.035,4.0]",2
844,4,0.79,0.578,8.0,-8.831,1.0,0.0492,0.000758,0.219,0.0978,0.422,124.0,4.0,"[4.0,0.79,0.578,8.0,-8.831,1.0,0.0492,0.000758,0.219,0.0978,0.422,124.0,4.0]",0
